{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-25', '2_oilPressure_ch': '5.18', 'Number': 25736, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25822, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.97', 'Number': 25823, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.62', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25824, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.54', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25825, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.54', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.90', 'Number': 25826, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.68', 'Number': 25827, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25828, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25829, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.32', 'Number': 25830, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25831, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.47', 'Number': 25832, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.47', 'Number': 25833, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.25', 'Number': 25834, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.89', 'Number': 25835, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.54', 'Number': 25836, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.25', 'Number': 25837, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.39', 'Number': 25838, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.18', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25839, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25840, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25841, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.10', 'Number': 25842, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25843, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.55', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25844, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.14', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.46', 'Number': 25845, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.25', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.90', 'Number': 25846, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25847, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.03', 'Number': 25848, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25849, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.54', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.04', 'Number': 25850, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25851, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.18', 'Number': 25852, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.04', 'Number': 25853, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25854, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.32', 'Number': 25855, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25856, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.04', 'Number': 25857, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.55', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.96', 'Number': 25858, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.10', 'Number': 25859, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25860, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.89', 'Number': 25861, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.10', 'Number': 25862, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25863, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.47', 'Number': 25864, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.03', 'Number': 25865, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.54', 'Number': 25866, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.54', 'Number': 25867, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25868, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25869, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25870, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25871, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25872, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25873, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25874, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25875, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25876, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.04', 'Number': 25877, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.61', 'Number': 25878, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.90', 'Number': 25879, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.47', 'Number': 25880, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.55', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25881, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25882, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25883, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25884, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.89', 'Number': 25885, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25886, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.97', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.18', 'Number': 25887, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.55', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.47', 'Number': 25888, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.03', 'Number': 25889, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.04', 'Number': 25890, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.48', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '4.33', 'Number': 25891, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25892, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.32', 'Number': 25893, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25894, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.96', 'Number': 25895, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.82', 'Number': 25896, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25897, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.75', 'Number': 25898, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.10', 'Number': 25899, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.39', 'Number': 25900, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.32', 'Number': 25901, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.03', 'Number': 25902, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.96', 'Number': 25903, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.28', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '5.54', 'Number': 25904, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.03', 'Number': 25905, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-26', '2_oilPressure_ch': '6.10', 'Number': 25906, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
